5.62974663e-01,3.93272258e-01,4.95065322e-01,6.32693103e-01,6.07847025e-01,4.75359863e-01,4.11766800e-01,8.25645138e-01,4.22286385e-01
5.64786074e-01,4.01458378e-01,4.95002060e-01,6.24360133e-01,6.08854137e-01,4.78418780e-01,4.09773151e-01,8.24296302e-01,4.23053755e-01
5.66597486e-01,4.09644499e-01,4.94938798e-01,6.07818979e-01,6.09538407e-01,4.77365080e-01,4.07779502e-01,8.22947465e-01,4.23821125e-01
5.68408897e-01,4.17830619e-01,4.94875536e-01,5.90593821e-01,6.10195775e-01,4.75968668e-01,4.05785854e-01,8.21598629e-01,4.24588495e-01
5.72745926e-01,4.21844778e-01,4.90045621e-01,5.73368662e-01,6.10853142e-01,4.74572255e-01,4.03792205e-01,8.20249792e-01,4.25355865e-01
5.87185489e-01,4.09170981e-01,4.66148970e-01,5.56143503e-01,6.11510509e-01,4.73175843e-01,4.01798556e-01,8.18900956e-01,4.26123236e-01
6.02466917e-01,3.95106542e-01,4.40663448e-01,5.65840934e-01,6.12207155e-01,4.79246802e-01,3.99804907e-01,8.17552119e-01,4.26890606e-01
6.17748346e-01,3.81042102e-01,4.15177926e-01,6.53546603e-01,6.14475363e-01,5.06315449e-01,3.97811258e-01,8.16203283e-01,4.27657976e-01
6.33029774e-01,3.66977663e-01,3.89692404e-01,6.31494380e-01,6.22414470e-01,5.00385015e-01,3.95817610e-01,8.14854446e-01,4.28425346e-01
6.34239129e-01,3.39747351e-01,4.05977341e-01,5.99547971e-01,6.30825054e-01,4.91497275e-01,3.93823961e-01,8.13505609e-01,4.29192716e-01
6.27005240e-01,3.04617516e-01,4.47324554e-01,5.67601562e-01,6.39235638e-01,4.82609536e-01,3.91830312e-01,8.12156773e-01,4.29960086e-01
6.19771350e-01,2.69487680e-01,4.88671766e-01,5.89163988e-01,6.41373758e-01,5.13193577e-01,3.91082694e-01,8.11080816e-01,4.30247850e-01
6.26293689e-01,2.56468818e-01,5.05700806e-01,6.11108156e-01,6.43686280e-01,5.35099096e-01,3.91082694e-01,8.10168588e-01,4.30247850e-01
6.55743388e-01,2.80302079e-01,4.82199002e-01,6.14018188e-01,6.48361530e-01,5.37587662e-01,3.91082694e-01,8.09256359e-01,4.30247850e-01
6.85193086e-01,3.04135340e-01,4.58697199e-01,6.16928220e-01,6.53036780e-01,5.40076227e-01,3.91082694e-01,8.08344131e-01,4.30247850e-01
6.83473988e-01,3.30354550e-01,4.75852535e-01,6.19838252e-01,6.57712030e-01,5.42564793e-01,3.91082694e-01,8.08002045e-01,4.30247850e-01
6.64650618e-01,3.53271113e-01,5.08641279e-01,6.22748284e-01,6.62387280e-01,5.45053359e-01,3.91082694e-01,8.08002045e-01,4.30247850e-01
6.52215309e-01,3.57250690e-01,5.06386293e-01,6.25658316e-01,6.67062530e-01,5.47541924e-01,3.91082694e-01,8.08002045e-01,4.30247850e-01
6.40312331e-01,3.59652209e-01,5.01211040e-01,6.24706979e-01,6.70779194e-01,5.42399073e-01,3.91443685e-01,8.08002045e-01,4.30007831e-01
6.28409352e-01,3.62053727e-01,4.96035787e-01,6.05376664e-01,6.75197763e-01,5.25707819e-01,3.93248651e-01,8.08002045e-01,4.28807729e-01
6.16506374e-01,3.64455245e-01,4.90860534e-01,5.79089613e-01,6.66110049e-01,5.07945193e-01,3.95173946e-01,8.08002045e-01,4.27527621e-01
6.13599283e-01,3.67246713e-01,4.91953867e-01,5.61815969e-01,6.58735720e-01,4.99122981e-01,3.98373746e-01,8.10058912e-01,4.27047581e-01
6.16089725e-01,3.70272151e-01,4.96808351e-01,5.59553029e-01,6.67728041e-01,5.16715851e-01,4.02099017e-01,8.13008255e-01,4.26241120e-01
6.18580166e-01,3.73297589e-01,5.01662835e-01,5.97593335e-01,6.73762637e-01,5.49562788e-01,4.05425565e-01,8.15388185e-01,4.24090537e-01
6.21070607e-01,3.76323027e-01,5.06517319e-01,6.19278635e-01,6.70129054e-01,5.74173116e-01,4.08752112e-01,8.17768115e-01,4.21939955e-01
